section,schema,name,info
check_constraint,public,financial_reports ▸ 2200_37230_6_not_null,condition=report_data IS NOT NULL
check_constraint,public,global_task_attachments ▸ 2200_42296_1_not_null,condition=id IS NOT NULL
check_constraint,public,global_task_attachments ▸ 2200_42296_2_not_null,condition=task_id IS NOT NULL
check_constraint,public,global_task_attachments ▸ 2200_42296_3_not_null,condition=user_id IS NOT NULL
check_constraint,public,global_task_attachments ▸ 2200_42296_4_not_null,condition=filename IS NOT NULL
check_constraint,public,global_task_attachments ▸ 2200_42296_5_not_null,condition=file_path IS NOT NULL
check_constraint,public,global_task_categories ▸ 2200_42128_1_not_null,condition=id IS NOT NULL
check_constraint,public,global_task_categories ▸ 2200_42128_2_not_null,condition=name IS NOT NULL
check_constraint,public,global_task_categories ▸ 2200_42128_6_not_null,condition=created_by IS NOT NULL
check_constraint,public,global_task_comments ▸ 2200_42255_1_not_null,condition=id IS NOT NULL
check_constraint,public,global_task_comments ▸ 2200_42255_2_not_null,condition=task_id IS NOT NULL
check_constraint,public,global_task_comments ▸ 2200_42255_3_not_null,condition=user_id IS NOT NULL
check_constraint,public,global_task_comments ▸ 2200_42255_4_not_null,condition=content IS NOT NULL
check_constraint,public,global_task_dependencies ▸ 2200_42213_1_not_null,condition=id IS NOT NULL
check_constraint,public,global_task_dependencies ▸ 2200_42213_2_not_null,condition=task_id IS NOT NULL
check_constraint,public,global_task_dependencies ▸ 2200_42213_3_not_null,condition=depends_on_task_id IS NOT NULL
check_constraint,public,global_task_dependencies ▸ 2200_42213_4_not_null,condition=dependency_type IS NOT NULL
check_constraint,public,global_task_dependencies ▸ global_task_dependencies_dependency_type_check,"condition=(dependency_type = ANY (ARRAY['finish-to-start'::text, 'start-to-start'::text, 'finish-to-finish'::text, 'start-to-finish'::text]))"
check_constraint,public,global_task_reminders ▸ 2200_42315_1_not_null,condition=id IS NOT NULL
check_constraint,public,global_task_reminders ▸ 2200_42315_2_not_null,condition=task_id IS NOT NULL
check_constraint,public,global_task_reminders ▸ 2200_42315_3_not_null,condition=user_id IS NOT NULL
check_constraint,public,global_task_reminders ▸ 2200_42315_4_not_null,condition=reminder_type IS NOT NULL
check_constraint,public,global_task_reminders ▸ 2200_42315_5_not_null,condition=reminder_time IS NOT NULL
check_constraint,public,global_task_reminders ▸ 2200_42315_7_not_null,condition=notification_method IS NOT NULL
check_constraint,public,global_task_reminders ▸ global_task_reminders_notification_method_check,"condition=(notification_method = ANY (ARRAY['in_app'::text, 'email'::text, 'push'::text]))"
check_constraint,public,global_task_reminders ▸ global_task_reminders_reminder_type_check,"condition=(reminder_type = ANY (ARRAY['due_date'::text, 'start_date'::text, 'custom'::text]))"
check_constraint,public,global_task_tag_assignments ▸ 2200_42236_1_not_null,condition=id IS NOT NULL
check_constraint,public,global_task_tag_assignments ▸ 2200_42236_2_not_null,condition=task_id IS NOT NULL
check_constraint,public,global_task_tag_assignments ▸ 2200_42236_3_not_null,condition=tag_id IS NOT NULL
check_constraint,public,global_task_tags ▸ 2200_42147_1_not_null,condition=id IS NOT NULL
check_constraint,public,global_task_tags ▸ 2200_42147_2_not_null,condition=name IS NOT NULL
check_constraint,public,global_task_tags ▸ 2200_42147_4_not_null,condition=created_by IS NOT NULL
check_constraint,public,global_task_time_entries ▸ 2200_42276_1_not_null,condition=id IS NOT NULL
check_constraint,public,global_task_time_entries ▸ 2200_42276_2_not_null,condition=task_id IS NOT NULL
check_constraint,public,global_task_time_entries ▸ 2200_42276_3_not_null,condition=user_id IS NOT NULL
check_constraint,public,global_task_time_entries ▸ 2200_42276_4_not_null,condition=start_time IS NOT NULL
check_constraint,public,global_tasks ▸ 2200_42164_1_not_null,condition=id IS NOT NULL
check_constraint,public,global_tasks ▸ 2200_42164_2_not_null,condition=title IS NOT NULL
check_constraint,public,global_tasks ▸ 2200_42164_4_not_null,condition=status IS NOT NULL
check_constraint,public,global_tasks ▸ 2200_42164_5_not_null,condition=priority IS NOT NULL
check_constraint,public,global_tasks ▸ 2200_42164_8_not_null,condition=created_by IS NOT NULL
check_constraint,public,global_tasks ▸ global_tasks_priority_check,"condition=(priority = ANY (ARRAY['low'::text, 'medium'::text, 'high'::text, 'urgent'::text]))"
check_constraint,public,global_tasks ▸ global_tasks_progress_check,condition=((progress >= 0) AND (progress <= 100))
check_constraint,public,global_tasks ▸ global_tasks_status_check,"condition=(status = ANY (ARRAY['todo'::text, 'in-progress'::text, 'completed'::text, 'cancelled'::text, 'on-hold'::text]))"
check_constraint,public,invoice_items ▸ 2200_37215_1_not_null,condition=id IS NOT NULL
check_constraint,public,invoice_items ▸ 2200_37215_2_not_null,condition=invoice_id IS NOT NULL
check_constraint,public,invoice_items ▸ 2200_37215_3_not_null,condition=description IS NOT NULL
check_constraint,public,invoice_items ▸ 2200_37215_4_not_null,condition=quantity IS NOT NULL
check_constraint,public,invoice_items ▸ 2200_37215_5_not_null,condition=unit_price IS NOT NULL
check_constraint,public,invoice_items ▸ 2200_37215_6_not_null,condition=total_price IS NOT NULL
check_constraint,public,invoice_templates ▸ 2200_37169_1_not_null,condition=id IS NOT NULL
check_constraint,public,invoice_templates ▸ 2200_37169_2_not_null,condition=user_id IS NOT NULL
check_constraint,public,invoice_templates ▸ 2200_37169_3_not_null,condition=template_name IS NOT NULL
check_constraint,public,invoices ▸ 2200_37185_11_not_null,condition=total_amount IS NOT NULL
check_constraint,public,invoices ▸ 2200_37185_12_not_null,condition=currency IS NOT NULL
check_constraint,public,invoices ▸ 2200_37185_13_not_null,condition=status IS NOT NULL
check_constraint,public,invoices ▸ 2200_37185_1_not_null,condition=id IS NOT NULL
check_constraint,public,invoices ▸ 2200_37185_2_not_null,condition=project_id IS NOT NULL
check_constraint,public,invoices ▸ 2200_37185_5_not_null,condition=invoice_number IS NOT NULL
check_constraint,public,invoices ▸ 2200_37185_6_not_null,condition=issue_date IS NOT NULL
check_constraint,public,invoices ▸ 2200_37185_7_not_null,condition=due_date IS NOT NULL
check_constraint,public,invoices ▸ 2200_37185_8_not_null,condition=subtotal IS NOT NULL
check_constraint,public,invoices ▸ invoices_status_check,"condition=(status = ANY (ARRAY['draft'::text, 'sent'::text, 'paid'::text, 'overdue'::text, 'cancelled'::text]))"
check_constraint,public,knowledge_base ▸ 2200_85098_1_not_null,condition=id IS NOT NULL
check_constraint,public,knowledge_base ▸ 2200_85098_2_not_null,condition=title IS NOT NULL
check_constraint,public,knowledge_base ▸ 2200_85098_6_not_null,condition=owner_id IS NOT NULL
check_constraint,public,learning_resources ▸ 2200_17603_1_not_null,condition=id IS NOT NULL
check_constraint,public,learning_resources ▸ 2200_17603_2_not_null,condition=user_id IS NOT NULL
check_constraint,public,learning_resources ▸ 2200_17603_3_not_null,condition=title IS NOT NULL
check_constraint,public,learning_resources ▸ 2200_17603_5_not_null,condition=url IS NOT NULL
check_constraint,public,learning_resources ▸ 2200_17603_6_not_null,condition=category IS NOT NULL
check_constraint,public,learning_resources ▸ 2200_17603_7_not_null,condition=difficulty IS NOT NULL
check_constraint,public,learning_resources ▸ 2200_17603_8_not_null,condition=estimated_time IS NOT NULL
check_constraint,public,learning_resources ▸ learning_resources_difficulty_check,"condition=(difficulty = ANY (ARRAY['beginner'::text, 'intermediate'::text, 'advanced'::text]))"
check_constraint,public,learning_resources ▸ learning_resources_rating_check,condition=((rating >= 0) AND (rating <= 5))
check_constraint,public,notifications ▸ 2200_124241_1_not_null,condition=id IS NOT NULL
check_constraint,public,notifications ▸ 2200_124241_2_not_null,condition=user_id IS NOT NULL
check_constraint,public,notifications ▸ 2200_124241_3_not_null,condition=type IS NOT NULL
check_constraint,public,notifications ▸ 2200_124241_4_not_null,condition=title IS NOT NULL
check_constraint,public,notifications ▸ 2200_124241_5_not_null,condition=message IS NOT NULL
check_constraint,public,notifications ▸ notifications_type_check,"condition=(type = ANY (ARRAY['meeting_scheduled'::text, 'meeting_updated'::text, 'meeting_cancelled'::text, 'task_assigned'::text, 'message'::text, 'other'::text]))"
check_constraint,public,pages ▸ 2200_84884_1_not_null,condition=id IS NOT NULL
check_constraint,public,pages ▸ 2200_84884_2_not_null,condition=title IS NOT NULL
check_constraint,public,pages ▸ 2200_84884_4_not_null,condition=owner_id IS NOT NULL
check_constraint,public,payment_milestones ▸ 2200_37147_1_not_null,condition=id IS NOT NULL
check_constraint,public,payment_milestones ▸ 2200_37147_2_not_null,condition=project_id IS NOT NULL
check_constraint,public,payment_milestones ▸ 2200_37147_3_not_null,condition=milestone_name IS NOT NULL
check_constraint,public,payment_milestones ▸ 2200_37147_6_not_null,condition=amount IS NOT NULL
check_constraint,public,payment_milestones ▸ 2200_37147_7_not_null,condition=percentage IS NOT NULL
check_constraint,public,payment_milestones ▸ 2200_37147_8_not_null,condition=status IS NOT NULL
check_constraint,public,payment_milestones ▸ payment_milestones_status_check,"condition=(status = ANY (ARRAY['pending'::text, 'completed'::text, 'paid'::text, 'overdue'::text]))"
check_constraint,public,payment_proof_files ▸ 2200_37128_1_not_null,condition=id IS NOT NULL
check_constraint,public,payment_proof_files ▸ 2200_37128_2_not_null,condition=payment_id IS NOT NULL
check_constraint,public,payment_proof_files ▸ 2200_37128_3_not_null,condition=file_name IS NOT NULL
check_constraint,public,payment_proof_files ▸ 2200_37128_4_not_null,condition=file_path IS NOT NULL
check_constraint,public,payment_proof_files ▸ 2200_37128_6_not_null,condition=file_type IS NOT NULL
check_constraint,public,payment_proof_files ▸ 2200_37128_7_not_null,condition=uploaded_by IS NOT NULL
check_constraint,public,profile_sections ▸ 2200_17338_1_not_null,condition=id IS NOT NULL
check_constraint,public,profile_sections ▸ 2200_17338_2_not_null,condition=user_id IS NOT NULL
check_constraint,public,profile_sections ▸ 2200_17338_3_not_null,condition=key IS NOT NULL
check_constraint,public,profile_sections ▸ 2200_17338_4_not_null,condition=title IS NOT NULL
check_constraint,public,profile_sections ▸ 2200_17338_5_not_null,condition=type IS NOT NULL
check_constraint,public,profile_sections ▸ 2200_17338_6_not_null,condition=position IS NOT NULL
check_constraint,public,profile_sections ▸ 2200_17338_7_not_null,condition=content IS NOT NULL
check_constraint,public,profiles ▸ 2200_17291_1_not_null,condition=id IS NOT NULL
check_constraint,public,project_budgets ▸ 2200_37038_1_not_null,condition=id IS NOT NULL
check_constraint,public,project_budgets ▸ 2200_37038_2_not_null,condition=project_id IS NOT NULL
check_constraint,public,project_budgets ▸ 2200_37038_3_not_null,condition=total_budget IS NOT NULL
check_constraint,public,project_budgets ▸ 2200_37038_4_not_null,condition=currency IS NOT NULL
check_constraint,public,project_budgets ▸ 2200_37038_5_not_null,condition=budget_type IS NOT NULL
check_constraint,public,project_budgets ▸ project_budgets_budget_type_check,"condition=(budget_type = ANY (ARRAY['fixed'::text, 'hourly'::text, 'milestone'::text]))"
check_constraint,public,project_contracts ▸ 2200_83379_1_not_null,condition=id IS NOT NULL
check_constraint,public,project_contracts ▸ 2200_83379_2_not_null,condition=project_id IS NOT NULL
check_constraint,public,project_contracts ▸ 2200_83379_3_not_null,condition=contract_type IS NOT NULL
check_constraint,public,project_contracts ▸ 2200_83379_4_not_null,condition=title IS NOT NULL
check_constraint,public,project_contracts ▸ 2200_83379_7_not_null,condition=status IS NOT NULL
check_constraint,public,project_contracts ▸ project_contracts_contract_type_check,"condition=(contract_type = ANY (ARRAY['service_agreement'::text, 'nda'::text, 'sla'::text, 'work_order'::text, 'change_order'::text, 'amendment'::text, 'termination'::text]))"
check_constraint,public,project_contracts ▸ project_contracts_status_check,"condition=(status = ANY (ARRAY['draft'::text, 'pending_review'::text, 'pending_signature'::text, 'active'::text, 'expired'::text, 'terminated'::text, 'cancelled'::text]))"
check_constraint,public,project_expenses ▸ 2200_37076_10_not_null,condition=category IS NOT NULL
check_constraint,public,project_expenses ▸ 2200_37076_14_not_null,condition=status IS NOT NULL
check_constraint,public,project_expenses ▸ 2200_37076_1_not_null,condition=id IS NOT NULL
check_constraint,public,project_expenses ▸ 2200_37076_2_not_null,condition=project_id IS NOT NULL
check_constraint,public,project_expenses ▸ 2200_37076_4_not_null,condition=user_id IS NOT NULL
check_constraint,public,project_expenses ▸ 2200_37076_5_not_null,condition=title IS NOT NULL
check_constraint,public,project_expenses ▸ 2200_37076_7_not_null,condition=amount IS NOT NULL
check_constraint,public,project_expenses ▸ 2200_37076_8_not_null,condition=currency IS NOT NULL
check_constraint,public,project_expenses ▸ 2200_37076_9_not_null,condition=expense_date IS NOT NULL
check_constraint,public,project_expenses ▸ project_expenses_status_check,"condition=(status = ANY (ARRAY['pending'::text, 'approved'::text, 'rejected'::text]))"
check_constraint,public,project_files ▸ 2200_17476_1_not_null,condition=id IS NOT NULL
check_constraint,public,project_files ▸ 2200_17476_2_not_null,condition=project_id IS NOT NULL
check_constraint,public,project_files ▸ 2200_17476_3_not_null,condition=user_id IS NOT NULL
check_constraint,public,project_files ▸ 2200_17476_4_not_null,condition=filename IS NOT NULL
check_constraint,public,project_files ▸ 2200_17476_5_not_null,condition=file_path IS NOT NULL
check_constraint,public,project_meeting_participants ▸ 2200_122933_1_not_null,condition=id IS NOT NULL
check_constraint,public,project_meeting_participants ▸ 2200_122933_2_not_null,condition=meeting_id IS NOT NULL
check_constraint,public,project_meeting_participants ▸ 2200_122933_3_not_null,condition=user_id IS NOT NULL
check_constraint,public,project_meeting_participants ▸ 2200_122933_4_not_null,condition=role IS NOT NULL
check_constraint,public,project_meeting_participants ▸ project_meeting_participants_role_check,"condition=(role = ANY (ARRAY['host'::text, 'participant'::text]))"
check_constraint,public,project_meetings ▸ 2200_122912_1_not_null,condition=id IS NOT NULL
check_constraint,public,project_meetings ▸ 2200_122912_2_not_null,condition=project_id IS NOT NULL
check_constraint,public,project_meetings ▸ 2200_122912_3_not_null,condition=title IS NOT NULL
check_constraint,public,project_meetings ▸ 2200_122912_4_not_null,condition=scheduled_at IS NOT NULL
check_constraint,public,project_meetings ▸ 2200_122912_5_not_null,condition=duration_minutes IS NOT NULL
check_constraint,public,project_meetings ▸ 2200_122912_6_not_null,condition=meeting_link IS NOT NULL
check_constraint,public,project_meetings ▸ 2200_122912_8_not_null,condition=created_by IS NOT NULL
check_constraint,public,project_members ▸ 2200_17410_1_not_null,condition=id IS NOT NULL
check_constraint,public,project_members ▸ 2200_17410_2_not_null,condition=project_id IS NOT NULL
check_constraint,public,project_members ▸ 2200_17410_3_not_null,condition=user_id IS NOT NULL
check_constraint,public,project_members ▸ 2200_17410_4_not_null,condition=role IS NOT NULL
check_constraint,public,project_members ▸ project_members_role_check,"condition=(role = ANY (ARRAY['owner'::text, 'admin'::text, 'member'::text]))"
check_constraint,public,project_messages ▸ 2200_17457_1_not_null,condition=id IS NOT NULL
check_constraint,public,project_messages ▸ 2200_17457_2_not_null,condition=project_id IS NOT NULL
check_constraint,public,project_messages ▸ 2200_17457_3_not_null,condition=user_id IS NOT NULL
check_constraint,public,project_messages ▸ 2200_17457_4_not_null,condition=content IS NOT NULL
check_constraint,public,project_requirements ▸ 2200_83348_1_not_null,condition=id IS NOT NULL
check_constraint,public,project_requirements ▸ 2200_83348_2_not_null,condition=project_id IS NOT NULL
check_constraint,public,project_requirements ▸ 2200_83348_3_not_null,condition=requirement_type IS NOT NULL
check_constraint,public,project_requirements ▸ 2200_83348_4_not_null,condition=title IS NOT NULL
check_constraint,public,project_requirements ▸ 2200_83348_5_not_null,condition=description IS NOT NULL
check_constraint,public,project_requirements ▸ 2200_83348_6_not_null,condition=priority IS NOT NULL
check_constraint,public,project_requirements ▸ 2200_83348_7_not_null,condition=status IS NOT NULL
check_constraint,public,project_requirements ▸ project_requirements_priority_check,"condition=(priority = ANY (ARRAY['low'::text, 'medium'::text, 'high'::text, 'critical'::text]))"
check_constraint,public,project_requirements ▸ project_requirements_requirement_type_check,"condition=(requirement_type = ANY (ARRAY['functional'::text, 'non-functional'::text, 'technical'::text, 'business'::text, 'user'::text, 'system'::text]))"
check_constraint,public,project_requirements ▸ project_requirements_status_check,"condition=(status = ANY (ARRAY['pending'::text, 'in-review'::text, 'approved'::text, 'rejected'::text, 'implemented'::text]))"
check_constraint,public,project_stage_deliverables ▸ 2200_83453_1_not_null,condition=id IS NOT NULL
check_constraint,public,project_stage_deliverables ▸ 2200_83453_2_not_null,condition=project_id IS NOT NULL
check_constraint,public,project_stage_deliverables ▸ 2200_83453_3_not_null,condition=stage IS NOT NULL
check_constraint,public,project_stage_deliverables ▸ 2200_83453_4_not_null,condition=deliverable_name IS NOT NULL
check_constraint,public,project_stage_deliverables ▸ 2200_83453_6_not_null,condition=deliverable_type IS NOT NULL
check_constraint,public,project_stage_deliverables ▸ 2200_83453_7_not_null,condition=status IS NOT NULL
check_constraint,public,project_stage_deliverables ▸ project_stage_deliverables_deliverable_type_check,"condition=(deliverable_type = ANY (ARRAY['document'::text, 'prototype'::text, 'code'::text, 'design'::text, 'report'::text, 'presentation'::text, 'other'::text]))"
check_constraint,public,project_stage_deliverables ▸ project_stage_deliverables_status_check,"condition=(status = ANY (ARRAY['pending'::text, 'in-progress'::text, 'review'::text, 'approved'::text, 'rejected'::text, 'delivered'::text]))"
check_constraint,public,project_stage_history ▸ 2200_83329_1_not_null,condition=id IS NOT NULL
check_constraint,public,project_stage_history ▸ 2200_83329_2_not_null,condition=project_id IS NOT NULL
check_constraint,public,project_stage_history ▸ 2200_83329_4_not_null,condition=to_stage IS NOT NULL
check_constraint,public,project_stage_milestones ▸ 2200_83431_1_not_null,condition=id IS NOT NULL
check_constraint,public,project_stage_milestones ▸ 2200_83431_2_not_null,condition=project_id IS NOT NULL
check_constraint,public,project_stage_milestones ▸ 2200_83431_3_not_null,condition=stage IS NOT NULL
check_constraint,public,project_stage_milestones ▸ 2200_83431_4_not_null,condition=milestone_name IS NOT NULL
check_constraint,public,project_stage_milestones ▸ 2200_83431_7_not_null,condition=status IS NOT NULL
check_constraint,public,project_stage_milestones ▸ project_stage_milestones_status_check,"condition=(status = ANY (ARRAY['pending'::text, 'in-progress'::text, 'completed'::text, 'blocked'::text, 'cancelled'::text]))"
check_constraint,public,project_stages ▸ 2200_83308_1_not_null,condition=id IS NOT NULL
check_constraint,public,project_stages ▸ 2200_83308_2_not_null,condition=project_id IS NOT NULL
check_constraint,public,project_stages ▸ 2200_83308_3_not_null,condition=current_stage IS NOT NULL
check_constraint,public,project_stages ▸ 2200_83308_4_not_null,condition=stage_progress IS NOT NULL
check_constraint,public,project_stages ▸ project_stages_current_stage_check,"condition=(current_stage = ANY (ARRAY['requirement'::text, 'planning'::text, 'research_development'::text, 'designing'::text, 'development'::text, 'testing'::text, 'deployment'::text, 'submission'::text, 'completed'::text]))"
check_constraint,public,project_stages ▸ project_stages_stage_progress_check,condition=((stage_progress >= 0) AND (stage_progress <= 100))
check_constraint,public,project_task_comments ▸ 2200_129871_1_not_null,condition=id IS NOT NULL
check_constraint,public,project_task_comments ▸ 2200_129871_2_not_null,condition=task_id IS NOT NULL
check_constraint,public,project_task_comments ▸ 2200_129871_3_not_null,condition=user_id IS NOT NULL
check_constraint,public,project_task_comments ▸ 2200_129871_4_not_null,condition=comment IS NOT NULL
check_constraint,public,project_task_custom_properties ▸ 2200_129895_1_not_null,condition=id IS NOT NULL
check_constraint,public,project_task_custom_properties ▸ 2200_129895_2_not_null,condition=project_id IS NOT NULL
check_constraint,public,project_task_custom_properties ▸ 2200_129895_3_not_null,condition=property_name IS NOT NULL
check_constraint,public,project_task_custom_properties ▸ 2200_129895_4_not_null,condition=property_type IS NOT NULL
check_constraint,public,project_task_custom_properties ▸ project_task_custom_properties_property_type_check,"condition=(property_type = ANY (ARRAY['text'::text, 'number'::text, 'date'::text, 'dropdown'::text, 'tags'::text, 'boolean'::text, 'url'::text, 'media'::text]))"
check_constraint,public,project_task_custom_values ▸ 2200_129915_1_not_null,condition=id IS NOT NULL
check_constraint,public,project_task_custom_values ▸ 2200_129915_2_not_null,condition=task_id IS NOT NULL
check_constraint,public,project_task_custom_values ▸ 2200_129915_3_not_null,condition=property_id IS NOT NULL
check_constraint,public,project_tasks ▸ 2200_17433_1_not_null,condition=id IS NOT NULL
check_constraint,public,project_tasks ▸ 2200_17433_2_not_null,condition=project_id IS NOT NULL
check_constraint,public,project_tasks ▸ 2200_17433_3_not_null,condition=title IS NOT NULL
check_constraint,public,project_tasks ▸ 2200_17433_5_not_null,condition=status IS NOT NULL
check_constraint,public,project_tasks ▸ 2200_17433_6_not_null,condition=priority IS NOT NULL
check_constraint,public,project_tasks ▸ project_tasks_priority_check,"condition=(priority = ANY (ARRAY['low'::text, 'medium'::text, 'high'::text]))"
check_constraint,public,project_tasks ▸ project_tasks_priority_label_check,condition=(priority_label ~ '^P[0-9]+$'::text)
check_constraint,public,project_tasks ▸ project_tasks_status_check,"condition=(status = ANY (ARRAY['todo'::text, 'in-progress'::text, 'completed'::text]))"
